gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm
ENSG00000145819,False,ARHGAP26,NCBITaxon:9606,gene,101596.0,True,1998.0,0.6280507405850498,1.3182158896625957,1.2335253281692564
ENSG00000156475,False,PPP2R2B,NCBITaxon:9606,gene,13944.0,True,2870.0,0.08619964887119508,0.117097433258135,1.1130854804061217
ENSG00000176049,False,JAKMIP2,NCBITaxon:9606,gene,10254.0,True,2367.0,0.06338864024133924,0.09035448701473492,1.1708906639549772
ENSG00000173210,False,ABLIM3,NCBITaxon:9606,gene,807.0,True,2490.0,0.004988749041814001,0.007065732457504298,1.1548251006073766
ENSG00000155846,False,PPARGC1B,NCBITaxon:9606,gene,11542.0,True,2731.0,0.07135085680373877,0.09804756595000319,1.1265918423203636
ENSG00000182578,False,CSF1R,NCBITaxon:9606,gene,84103.0,True,619.0,0.519911723251156,1.7700145542513015,2.132657018886036
ENSG00000019582,False,CD74,NCBITaxon:9606,gene,2507218.0,True,199.0,15.499233451200514,808.9738624095651,4.739276563705074
ENSG00000256235,False,SMIM3,NCBITaxon:9606,gene,14943.0,True,2297.0,0.09237531218318043,0.13323588033137798,1.182362853349517
ENSG00000145901,False,TNIP1,NCBITaxon:9606,gene,89684.0,True,1485.0,0.5544126010731684,1.240407635153196,1.3727725569364266
ENSG00000196743,False,GM2A,NCBITaxon:9606,gene,34323.0,True,1983.0,0.21217947132860215,0.34460515696171157,1.236827333043908
ENSG00000113140,False,SPARC,NCBITaxon:9606,gene,14374.0,True,166.0,0.08885784228876635,0.5778376846061147,5.330558861967062
ENSG00000170271,False,FAXDC2,NCBITaxon:9606,gene,2530.0,True,1458.0,0.015640068247570534,0.026572396823338573,1.3833881711564386
ENSG00000145850,False,TIMD4,NCBITaxon:9606,gene,851.0,True,1689.0,0.0052607502287282705,0.008422958906272579,1.3037498338465294
ENSG00000135077,False,HAVCR2,NCBITaxon:9606,gene,27271.0,True,2375.0,0.16858509928043322,0.25078365112863477,1.1697900635056615
ENSG00000135074,False,ADAM19,NCBITaxon:9606,gene,18099.0,True,2217.0,0.11188521549912218,0.16346129513353663,1.1944374626915049
ENSG00000164330,False,EBF1,NCBITaxon:9606,gene,7958.0,True,1097.0,0.04919512376054005,0.09341138087890345,1.5699344474128771
ENSG00000164611,False,PTTG1,NCBITaxon:9606,gene,12194.0,True,366.0,0.07538141984619569,0.2773736822783786,3.0134892235911335
ENSG00000072571,False,HMMR,NCBITaxon:9606,gene,2462.0,True,161.0,0.015219702776884845,0.10061960455581989,5.379404640878089
ENSG00000040275,False,SPDL1,NCBITaxon:9606,gene,6729.0,True,1951.0,0.04159763606241191,0.06253030363517066,1.2434228879197844
ENSG00000120129,False,DUSP1,NCBITaxon:9606,gene,873693.0,True,494.0,5.401034840879306,75.58919324425278,2.420069852224612
ENSG00000113742,False,CPEB4,NCBITaxon:9606,gene,65768.0,True,2594.0,0.4065675922949482,0.6926977280955027,1.1412155097973444
ENSG00000113749,False,HRH2,NCBITaxon:9606,gene,57723.0,True,1529.0,0.3568346480057368,0.69924169070297,1.354968009594493
ENSG00000160883,False,HK3,NCBITaxon:9606,gene,27624.0,True,2427.0,0.17076729062090454,0.25296714553940847,1.1629199290952958
ENSG00000169230,False,PRELID1,NCBITaxon:9606,gene,387497.0,True,1843.0,2.3954464528572488,10.654987146980488,1.2640566052948035
ENSG00000113758,False,DBN1,NCBITaxon:9606,gene,4334.0,True,2989.0,0.02679211691105561,0.03584183629944653,1.1038269032926875
ENSG00000146094,False,DOK3,NCBITaxon:9606,gene,34865.0,True,2416.0,0.2155300314037734,0.33016539910303205,1.1641035916749336
ENSG00000176783,False,RUFY1,NCBITaxon:9606,gene,60613.0,True,604.0,0.3747001805098786,1.183517231744886,2.1590573371160118
ENSG00000113269,False,RNF130,NCBITaxon:9606,gene,220312.0,True,1085.0,1.3619346702603794,5.367107737403016,1.581812635060321
ENSG00000161055,False,SCGB3A1,NCBITaxon:9606,gene,7331.0,True,744.0,0.045319106847011695,0.10624658066248582,1.9393727575708244
ENSG00000165810,False,BTNL9,NCBITaxon:9606,gene,1319.0,True,1610.0,0.008153853762270962,0.013379110593198329,1.3283657656000236
ENSG00000137265,False,IRF4,NCBITaxon:9606,gene,15930.0,True,253.0,0.09847679335328009,0.4775583086483684,3.9701236903998263
ENSG00000054598,False,FOXC1,NCBITaxon:9606,gene,359.0,True,1785.0,0.0022192824114141588,0.003351837426446731,1.2770179237833308
ENSG00000021355,False,SERPINB1,NCBITaxon:9606,gene,348578.0,True,1348.0,2.15485522118642,10.166001352036794,1.4303210169664466
ENSG00000170542,False,SERPINB9,NCBITaxon:9606,gene,110035.0,True,568.0,0.6802193318661754,2.6654368787566245,2.2343882268914
ENSG00000124588,False,NQO2,NCBITaxon:9606,gene,47716.0,True,2928.0,0.2949729235182117,0.45380632147886174,1.1088914884558174
ENSG00000137267,False,TUBB2A,NCBITaxon:9606,gene,4150.0,True,2091.0,0.02565465740214139,0.037793149062403095,1.214597041664116
ENSG00000168994,False,PXDC1,NCBITaxon:9606,gene,1417.0,True,1143.0,0.008759674587670928,0.016694717216602328,1.543196305536289
ENSG00000124491,False,F13A1,NCBITaxon:9606,gene,68391.0,True,343.0,0.422782572142133,2.025398126324266,3.1776640987446996
ENSG00000112799,False,LY86,NCBITaxon:9606,gene,120850.0,True,1179.0,0.7470759872406716,2.071214473902521,1.5206207161419794
ENSG00000239264,False,TXNDC5,NCBITaxon:9606,gene,3657.0,True,205.0,0.022607007739670136,0.1264462588644836,4.595846180252168
ENSG00000205269,False,TMEM170B,NCBITaxon:9606,gene,49689.0,True,1364.0,0.3071697040132539,0.6113761773538546,1.4224882623961292
ENSG00000111863,False,ADTRP,NCBITaxon:9606,gene,9615.0,True,1759.0,0.05943844118592517,0.09286115729800301,1.2848629283370632
ENSG00000078401,False,EDN1,NCBITaxon:9606,gene,842.0,True,1667.0,0.0052051136223139885,0.008367904244666595,1.309404770515703
ENSG00000112137,False,PHACTR1,NCBITaxon:9606,gene,51072.0,True,699.0,0.31571919586558195,0.8932425166986848,2.0101314630954312
ENSG00000050393,False,MCUR1,NCBITaxon:9606,gene,26836.0,True,2807.0,0.16589599663707624,0.23550512190216163,1.1188156416799095
ENSG00000112149,False,CD83,NCBITaxon:9606,gene,175534.0,True,201.0,1.0851240078138522,11.134152076878273,4.693500701378885
ENSG00000008083,False,JARID2,NCBITaxon:9606,gene,88801.0,True,2216.0,0.5489540317994115,1.0652332920512984,1.194500109705762
ENSG00000137198,False,GMPR,NCBITaxon:9606,gene,5411.0,True,806.0,0.03344996414529809,0.07478843891377772,1.848166563623058
ENSG00000112183,False,RBM24,NCBITaxon:9606,gene,409.0,True,1282.0,0.002528374669271284,0.004388926359923274,1.4576885054665976
ENSG00000137177,False,KIF13A,NCBITaxon:9606,gene,28861.0,True,2087.0,0.1784142330802898,0.27781252090450925,1.215597971403305
ENSG00000137364,False,TPMT,NCBITaxon:9606,gene,34951.0,True,2933.0,0.21606167008728766,0.3153219745478241,1.1086670318820429
ENSG00000165097,False,KDM1B,NCBITaxon:9606,gene,43749.0,True,1805.0,0.2704495437798274,0.4692241298019937,1.2722510708181183
ENSG00000137393,False,RNF144B,NCBITaxon:9606,gene,76354.0,True,451.0,0.47200860512845877,1.8737180626223138,2.558834488555745
ENSG00000124766,False,SOX4,NCBITaxon:9606,gene,92096.0,True,172.0,0.569323211592196,4.905408588521855,5.240268276283295
ENSG00000112312,False,GMNN,NCBITaxon:9606,gene,6517.0,True,1469.0,0.0402870848890977,0.06727403094513283,1.381153685387296
ENSG00000124610,False,H1-1,NCBITaxon:9606,gene,1398.0,True,2094.0,0.00864221952968522,0.012956721729304265,1.2138973544252578
ENSG00000187837,False,H1-2,NCBITaxon:9606,gene,162473.0,True,1120.0,1.004382928216414,3.2818375803117594,1.5569346035062244
ENSG00000197061,False,H4C3,NCBITaxon:9606,gene,184077.0,True,95.0,1.1379355109913207,21.237460018335852,8.155651397875967
ENSG00000180573,False,H2AC6,NCBITaxon:9606,gene,56076.0,True,107.0,0.34665314903192307,3.709445781882824,7.448105496611927
ENSG00000168298,False,H1-4,NCBITaxon:9606,gene,280383.0,True,1428.0,1.7332842906950867,6.978168992431335,1.3943979991127422
ENSG00000273802,False,H2BC8,NCBITaxon:9606,gene,10478.0,True,1705.0,0.06477337355653916,0.10246659985210888,1.2990058870933299
ENSG00000277075,False,H2AC8,NCBITaxon:9606,gene,5017.0,True,1708.0,0.03101431715338394,0.0487219028507256,1.2979104231134622
ENSG00000124575,False,H1-3,NCBITaxon:9606,gene,267395.0,True,650.0,1.65299448579412,9.6257150242729,2.0762271512436303
ENSG00000277775,False,H3C7,NCBITaxon:9606,gene,1060.0,True,644.0,0.006552755866571054,0.016883057799258472,2.089313424837989
ENSG00000275713,False,H2BC9,NCBITaxon:9606,gene,3771.0,True,905.0,0.023311738087584383,0.048534531602846986,1.7122768093904055
ENSG00000273983,False,H3C8,NCBITaxon:9606,gene,1260.0,True,135.0,0.007789124897999555,0.060435239842414064,6.281416794388487
ENSG00000158406,False,H4C8,NCBITaxon:9606,gene,6011.0,True,312.0,0.03715907123958359,0.15240590754857192,3.391561744534474
ENSG00000124635,False,H2BC11,NCBITaxon:9606,gene,5098.0,True,367.0,0.031515046611112485,0.11469456113188727,3.0071803967157504
ENSG00000196787,False,H2AC11,NCBITaxon:9606,gene,9830.0,True,2208.0,0.060767537894710816,0.088355526928257,1.1952320897599351
ENSG00000274997,False,H2AC12,NCBITaxon:9606,gene,4629.0,True,521.0,0.02861576123241265,0.08092417698272153,2.3348953510718005
ENSG00000278828,False,H3C10,NCBITaxon:9606,gene,7470.0,True,330.0,0.0461783833238545,0.18212475953444737,3.2624464376527684
ENSG00000276368,False,H2AC14,NCBITaxon:9606,gene,1686.0,True,485.0,0.010422590934942261,0.03166624946176671,2.460910582614008
ENSG00000276903,False,H2AC16,NCBITaxon:9606,gene,4518.0,True,1377.0,0.027929576419969834,0.04797026621498182,1.4177853682761516
ENSG00000184357,False,H1-5,NCBITaxon:9606,gene,17993.0,True,74.0,0.11122993991246508,1.2611390719211577,9.270933580150604
ENSG00000189134,False,NKAPL,NCBITaxon:9606,gene,1803.0,True,1898.0,0.011145866818327934,0.017240679278491294,1.253442532839424
ENSG00000246350,False,RP5-1186N24.3,NCBITaxon:9606,gene,596.0,True,1772.0,0.0036843797136569324,0.005710849265225387,1.2801468802551095
ENSG00000196230,False,TUBB,NCBITaxon:9606,gene,121140.0,True,574.0,0.7488687223362429,3.04258726022755,2.2260951100169115
ENSG00000137331,False,IER3,NCBITaxon:9606,gene,269588.0,True,182.0,1.6665512722237334,23.576910514907492,5.018938299200899
ENSG00000232810,False,TNF,NCBITaxon:9606,gene,98253.0,True,71.0,0.6073848322247224,9.875074139817405,9.670382402277633
ENSG00000227507,False,LTB,NCBITaxon:9606,gene,852993.0,True,703.0,5.273070646126456,60.23317229741729,2.0043753392071326
ENSG00000204482,False,LST1,NCBITaxon:9606,gene,835089.0,True,268.0,5.1623908904329765,109.222486932755,3.7609391909543577
ENSG00000204475,False,NCR3,NCBITaxon:9606,gene,37931.0,True,1245.0,0.23448356865557232,0.4620389320014453,1.480594803338056
ENSG00000204472,False,AIF1,NCBITaxon:9606,gene,1221846.0,True,294.0,7.55326277787394,188.32097629192202,3.5125602107914164
ENSG00000204420,False,MPIG6B,NCBITaxon:9606,gene,7702.0,True,275.0,0.04761257140031157,0.21309748196482536,3.7018833696343827
ENSG00000213722,False,DDAH2,NCBITaxon:9606,gene,41419.0,True,2330.0,0.25604584456368534,0.40651964394843654,1.1762056786981026
ENSG00000204389,False,HSPA1A,NCBITaxon:9606,gene,50398.0,True,1754.0,0.3115526322296679,0.5621085813249058,1.2855531706524317
ENSG00000166278,False,C2,NCBITaxon:9606,gene,4220.0,True,1371.0,0.026087386563141367,0.044892288277934685,1.4192889450576933
ENSG00000204301,False,NOTCH4,NCBITaxon:9606,gene,4494.0,True,2437.0,0.027781212136198413,0.03908898346754129,1.16141038959933
ENSG00000204287,False,HLA-DRA,NCBITaxon:9606,gene,2497138.0,True,123.0,15.436920452016517,1172.457665450321,6.913434624090556
ENSG00000198502,False,HLA-DRB5,NCBITaxon:9606,gene,426064.0,True,258.0,2.633861675032764,38.11988130344185,3.8812500796939227
ENSG00000196126,False,HLA-DRB1,NCBITaxon:9606,gene,1100743.0,True,155.0,6.804622783808512,252.84087277741725,5.579520155498466
ENSG00000196735,False,HLA-DQA1,NCBITaxon:9606,gene,255014.0,True,120.0,1.5764570609035384,30.145270420744076,7.0184956995903764
ENSG00000179344,False,HLA-DQB1,NCBITaxon:9606,gene,491270.0,True,224.0,3.0369550703493977,53.665393709237485,4.343820630981753
ENSG00000241106,False,HLA-DOB,NCBITaxon:9606,gene,13198.0,True,1116.0,0.08158799238396677,0.15532106647699156,1.558511798512166
ENSG00000242574,False,HLA-DMB,NCBITaxon:9606,gene,185383.0,True,621.0,1.1460090007665489,5.491913561264683,2.1274706497037537
ENSG00000204257,False,HLA-DMA,NCBITaxon:9606,gene,210521.0,True,534.0,1.301408224326797,7.240377831806863,2.295338248640835
ENSG00000204252,False,HLA-DOA,NCBITaxon:9606,gene,13192.0,True,1390.0,0.08155090131302391,0.14044114234947627,1.4098378455988072
ENSG00000231389,False,HLA-DPA1,NCBITaxon:9606,gene,945449.0,True,140.0,5.844619321975223,216.0216582695677,6.090381561897083
ENSG00000223865,False,HLA-DPB1,NCBITaxon:9606,gene,896904.0,True,118.0,5.54452164882174,229.51097812904635,7.044139959732971
ENSG00000237649,False,KIFC1,NCBITaxon:9606,gene,1324.0,True,447.0,0.008184762988056675,0.025946374472554292,2.566410572668274
ENSG00000137309,False,HMGA1,NCBITaxon:9606,gene,67150.0,True,2271.0,0.4151109023021191,0.7386812986311472,1.1857571921855614
ENSG00000124507,False,PACSIN1,NCBITaxon:9606,gene,3563.0,True,598.0,0.02202591429489874,0.058298385090331466,2.173158857312288
ENSG00000124762,False,CDKN1A,NCBITaxon:9606,gene,92557.0,True,453.0,0.5721730422096387,2.406844455977227,2.554048133383806
ENSG00000124772,False,CPNE5,NCBITaxon:9606,gene,10457.0,True,800.0,0.06464355480823916,0.14620786179392486,1.8573120706780186
ENSG00000146192,False,FGD2,NCBITaxon:9606,gene,59788.0,True,1337.0,0.369600158255236,0.7737513877599974,1.4357122766773096
ENSG00000137193,False,PIM1,NCBITaxon:9606,gene,67512.0,True,2796.0,0.4173487302490047,0.7023605677654353,1.1199039948019147
ENSG00000198937,False,CCDC167,NCBITaxon:9606,gene,37675.0,True,1982.0,0.23290101629534382,0.383131211779273,1.237245305817198
ENSG00000124721,False,DNAH8,NCBITaxon:9606,gene,449.0,True,1691.0,0.0027756484755569843,0.004325795972097894,1.3030771765759002
ENSG00000124780,False,KCNK17,NCBITaxon:9606,gene,519.0,True,1603.0,0.0032083776365569596,0.005139215098672943,1.3305350952717654
ENSG00000161911,False,TREML1,NCBITaxon:9606,gene,10620.0,True,163.0,0.06565119556885339,0.42817445462224696,5.35438085907704
ENSG00000124731,False,TREM1,NCBITaxon:9606,gene,41456.0,True,955.0,0.2562745728344996,0.578314455768969,1.6715031045602606
ENSG00000171611,False,PTCRA,NCBITaxon:9606,gene,12420.0,True,89.0,0.0767785168517099,0.7881555783504475,8.403841925005858
ENSG00000146215,False,CRIP3,NCBITaxon:9606,gene,2571.0,True,2480.0,0.015893523899013377,0.02256472586472508,1.1564969682221544
ENSG00000112715,False,VEGFA,NCBITaxon:9606,gene,30068.0,True,580.0,0.18587572018496082,0.5300043201811915,2.2134858284297954
ENSG00000146232,False,NFKBIE,NCBITaxon:9606,gene,28566.0,True,1752.0,0.17659058875893277,0.2905578731942544,1.2862308081598581
ENSG00000124813,False,RUNX2,NCBITaxon:9606,gene,18682.0,True,1869.0,0.11548923122573626,0.17800380916679337,1.258711472726202
ENSG00000271857,False,RP1-244F24.1,NCBITaxon:9606,gene,4879.0,True,925.0,0.030161222521698276,0.061879684447719754,1.6946743634348074
ENSG00000146070,False,PLA2G7,NCBITaxon:9606,gene,15935.0,True,1272.0,0.0985077025790658,0.17591958457373352,1.4620205817281078
ENSG00000146072,False,TNFRSF21,NCBITaxon:9606,gene,2148.0,True,1115.0,0.013278603397542098,0.025490857364799255,1.5585277058591722
ENSG00000198087,False,CD2AP,NCBITaxon:9606,gene,44573.0,True,2418.0,0.27554338418931285,0.4388840756942306,1.1637960251632795
ENSG00000112118,False,MCM3,NCBITaxon:9606,gene,25066.0,True,1532.0,0.154954130708934,0.2637186486381802,1.3546770251060687
ENSG00000151914,False,DST,NCBITaxon:9606,gene,27343.0,True,704.0,0.1690301921317475,0.4300439992862036,1.9999651929500764
ENSG00000151917,False,BEND6,NCBITaxon:9606,gene,818.0,True,1682.0,0.005056749338542568,0.00809742387963296,1.305191682790863
ENSG00000230910,False,RP3-525N10.2,NCBITaxon:9606,gene,4996.0,True,2125.0,0.03088449840508395,0.04515062805442497,1.207791487186574
ENSG00000082293,False,COL19A1,NCBITaxon:9606,gene,5210.0,True,1410.0,0.032207413268712445,0.054673809071726226,1.4028922642377792
ENSG00000119900,False,OGFRL1,NCBITaxon:9606,gene,145924.0,True,1066.0,0.9020795727108627,2.8530809915231474,1.5904055879202392
ENSG00000196586,False,MYO6,NCBITaxon:9606,gene,7077.0,True,2123.0,0.0437489181770975,0.06387980506086047,1.2078906978595059
ENSG00000198478,False,SH3BGRL2,NCBITaxon:9606,gene,5374.0,True,658.0,0.033221235874483813,0.08288341016431969,2.062230448239418
ENSG00000112742,False,TTK,NCBITaxon:9606,gene,795.0,True,1044.0,0.00491456689992829,0.009699949427956617,1.6099484890118838
ENSG00000112773,False,TENT5A,NCBITaxon:9606,gene,45398.0,True,1481.0,0.2806434064439554,0.529869937094906,1.3745873368178017
ENSG00000146250,False,PRSS35,NCBITaxon:9606,gene,640.0,True,1595.0,0.0039563809005712025,0.006401141894151505,1.3319177862309068
ENSG00000135315,False,CEP162,NCBITaxon:9606,gene,18681.0,True,2413.0,0.11548304938057911,0.16470800587603626,1.1647585769177813
ENSG00000135318,False,NT5E,NCBITaxon:9606,gene,7234.0,True,2554.0,0.04471946786676887,0.061957922203787354,1.146126674813429
ENSG00000146278,False,PNRC1,NCBITaxon:9606,gene,860801.0,True,2283.0,5.321338493113425,36.121458576985006,1.1844963009461502
ENSG00000198833,False,UBE2J1,NCBITaxon:9606,gene,115273.0,True,761.0,0.7125998367992878,2.4476640456252405,1.922159770200531
ENSG00000112182,False,BACH2,NCBITaxon:9606,gene,23215.0,True,1894.0,0.14351153532306324,0.22407707391349685,1.2547275749898612
ENSG00000057657,False,PRDM1,NCBITaxon:9606,gene,84483.0,True,822.0,0.5222608244108702,1.5282780287911417,1.8304905062911563
ENSG00000272398,False,CD24,NCBITaxon:9606,gene,10394.0,True,679.0,0.06425409856333919,0.15891237736399894,2.031134936739183
ENSG00000118689,False,FOXO3,NCBITaxon:9606,gene,54443.0,True,2266.0,0.33655819589030933,0.5697703562690027,1.18614186095311
ENSG00000277443,False,MARCKS,NCBITaxon:9606,gene,459988.0,True,194.0,2.843574590143666,53.45454653677158,4.810588612824528
ENSG00000111817,False,DSE,NCBITaxon:9606,gene,38043.0,True,1370.0,0.23517593531317227,0.4448990306367058,1.4208832698106224
ENSG00000188820,False,CALHM6,NCBITaxon:9606,gene,47862.0,True,996.0,0.2958754729111545,0.6735088253525157,1.6396897616006514
ENSG00000173626,False,TRAPPC3L,NCBITaxon:9606,gene,1109.0,True,1094.0,0.006855666279271037,0.013287321983990798,1.570704025136665
ENSG00000111879,False,FAM184A,NCBITaxon:9606,gene,3169.0,True,2238.0,0.019590267302984594,0.028491796287884383,1.1907331293276189
ENSG00000111885,False,MAN1A1,NCBITaxon:9606,gene,39322.0,True,913.0,0.24308251526915753,0.554759180619464,1.7057626512785173
ENSG00000135549,False,PKIB,NCBITaxon:9606,gene,3713.0,True,394.0,0.022953191068470116,0.07839725278069085,2.8077380655467428
ENSG00000172594,False,SMPDL3A,NCBITaxon:9606,gene,10733.0,True,2162.0,0.0663497440716105,0.09713511864196751,1.2016948868678572
ENSG00000146373,False,RNF217,NCBITaxon:9606,gene,9394.0,True,2962.0,0.058072253406196685,0.07806772408709958,1.1062504987191302
ENSG00000203760,False,CENPW,NCBITaxon:9606,gene,8763.0,True,1725.0,0.05417150911203976,0.08496562913430161,1.2934927297728842
ENSG00000172673,False,THEMIS,NCBITaxon:9606,gene,26588.0,True,2508.0,0.1643628990381049,0.2399307582102635,1.1519958383259379
ENSG00000146376,False,ARHGAP18,NCBITaxon:9606,gene,36769.0,True,993.0,0.22730026458297273,0.49458403078298424,1.6419209972241908
ENSG00000164483,False,SAMD3,NCBITaxon:9606,gene,79542.0,True,1356.0,0.49171632748942906,1.0994473388773964,1.4247169925070726
ENSG00000079819,False,EPB41L2,NCBITaxon:9606,gene,21790.0,True,1442.0,0.13470240597413516,0.23166505674244348,1.3898272036179335
ENSG00000118520,False,ARG1,NCBITaxon:9606,gene,187.0,True,1444.0,0.0011560050443856482,0.0018346830057349287,1.3894613840021623
ENSG00000197594,False,ENPP1,NCBITaxon:9606,gene,640.0,True,397.0,0.0039563809005712025,0.013460852705647376,2.8008673191367506
ENSG00000118523,False,CCN2,NCBITaxon:9606,gene,73.0,True,2364.0,0.0004512746964714028,0.0005747115035401019,1.1715552360510344
ENSG00000079931,False,MOXD1,NCBITaxon:9606,gene,453.0,True,1990.0,0.0028003758561855542,0.004140201589591831,1.2356503067338607
ENSG00000079950,False,STX7,NCBITaxon:9606,gene,110940.0,True,1698.0,0.6858139017333894,1.5706917264253653,1.3017168532881473
ENSG00000112299,False,VNN1,NCBITaxon:9606,gene,12259.0,True,970.0,0.07578323978140995,0.1537680017279538,1.6615467470826988
ENSG00000093134,False,VNN3,NCBITaxon:9606,gene,9164.0,True,716.0,0.056650429020053905,0.13627872547158768,1.9810415142913669
ENSG00000112303,False,VNN2,NCBITaxon:9606,gene,50100.0,True,995.0,0.30971044237283946,0.7120633694797744,1.6402775933974938
ENSG00000118515,False,SGK1,NCBITaxon:9606,gene,117679.0,True,286.0,0.7274733562473727,4.707817380428842,3.590283197185693
ENSG00000118513,False,MYB,NCBITaxon:9606,gene,3889.0,True,671.0,0.0240411958161272,0.0598499272977818,2.0492258402855272
ENSG00000135541,False,AHI1,NCBITaxon:9606,gene,21744.0,True,2429.0,0.1344180410969066,0.19333972610789676,1.1625574009126225
ENSG00000135525,False,MAP7,NCBITaxon:9606,gene,3852.0,True,1981.0,0.023812467545312924,0.035807164648378166,1.2374587216629906
ENSG00000027697,False,IFNGR1,NCBITaxon:9606,gene,140685.0,True,1403.0,0.8696928859325932,2.3854172854274407,1.4037040986984426
ENSG00000237499,False,WAKMAR2,NCBITaxon:9606,gene,16319.0,True,2987.0,0.10088153111940852,0.13606766871079268,1.1039174509397902
ENSG00000118503,False,TNFAIP3,NCBITaxon:9606,gene,452068.0,True,252.0,2.7946143764990974,43.03912679686243,3.9831764622410226
ENSG00000112378,False,PERP,NCBITaxon:9606,gene,5035.0,True,1582.0,0.031125590366212506,0.050322277977697685,1.3357869999144654
ENSG00000164442,False,CITED2,NCBITaxon:9606,gene,55267.0,True,1527.0,0.34165203629979474,0.6631362976073226,1.3553953974777666
ENSG00000112414,False,ADGRG6,NCBITaxon:9606,gene,621.0,True,1530.0,0.003838925842585495,0.006309329247428322,1.354891670135016
ENSG00000112419,False,PHACTR2,NCBITaxon:9606,gene,93287.0,True,2352.0,0.5766857891743528,1.1171510962661624,1.1730835821207382
ENSG00000118495,False,PLAGL1,NCBITaxon:9606,gene,20758.0,True,2693.0,0.1283227417719641,0.1788559591890347,1.130608167826991
ENSG00000135604,False,STX11,NCBITaxon:9606,gene,77905.0,True,872.0,0.4815966469671868,1.3179541255910787,1.7541830615266418
ENSG00000118508,False,RAB32,NCBITaxon:9606,gene,101058.0,True,971.0,0.6247249078905072,1.762594352593013,1.6613353228995669
ENSG00000111961,False,SASH1,NCBITaxon:9606,gene,21301.0,True,773.0,0.1316794836922925,0.3100591316794915,1.9062987962612572
ENSG00000120278,False,PLEKHG1,NCBITaxon:9606,gene,4167.0,True,2290.0,0.025759748769812813,0.036953191563438466,1.1828581018649655
ENSG00000131016,False,AKAP12,NCBITaxon:9606,gene,335.0,True,1037.0,0.002070918127642739,0.00393357097993509,1.6122505141874017
ENSG00000120262,False,CCDC170,NCBITaxon:9606,gene,11260.0,True,1546.0,0.0696075764694246,0.11460110587063753,1.3503543171423575
ENSG00000131018,False,SYNE1,NCBITaxon:9606,gene,125619.0,True,1404.0,0.7765572067950842,2.0215912182607236,1.4036786652401732
ENSG00000120279,False,MYCT1,NCBITaxon:9606,gene,572.0,True,1076.0,0.003536015429885512,0.006775204460686961,1.5850845780794922
ENSG00000112029,False,FBXO5,NCBITaxon:9606,gene,6673.0,True,1104.0,0.04125145273361193,0.07806314828426217,1.5652906314386803
ENSG00000130340,False,SNX9,NCBITaxon:9606,gene,28742.0,True,2619.0,0.17767859350658985,0.2589910045278727,1.138556237531223
ENSG00000164674,False,SYTL3,NCBITaxon:9606,gene,50808.0,True,2476.0,0.31408718874409636,0.5107957821893215,1.1567493574844838
ENSG00000092820,False,EZR,NCBITaxon:9606,gene,195854.0,True,2852.0,1.210739101406988,3.136291389458083,1.1148439034278228
ENSG00000112531,False,QKI,NCBITaxon:9606,gene,208787.0,True,1883.0,1.290688904824312,3.9120437654371787,1.2566654929371965
ENSG00000112486,False,CCR6,NCBITaxon:9606,gene,11364.0,True,1446.0,0.07025048836576742,0.11898687246287061,1.3889830788649562
ENSG00000197461,False,PDGFA,NCBITaxon:9606,gene,3145.0,True,311.0,0.019441903019213176,0.08067268296832023,3.396794848288107
ENSG00000223855,False,HRAT92,NCBITaxon:9606,gene,4251.0,True,388.0,0.026279023763012783,0.0904241876695161,2.8383248539589045
ENSG00000106003,False,LFNG,NCBITaxon:9606,gene,62127.0,True,2605.0,0.38405949407779233,0.6443039249482012,1.1398537200442762
ENSG00000136295,False,TTYH3,NCBITaxon:9606,gene,36329.0,True,2124.0,0.22458025271383003,0.35890916958229063,1.207864769783873
ENSG00000075624,False,ACTB,NCBITaxon:9606,gene,4853030.0,True,617.0,30.000680002967286,1056.395504072044,2.1346923815703374
ENSG00000075618,False,FSCN1,NCBITaxon:9606,gene,3867.0,True,1576.0,0.023905195222670064,0.03885040837567363,1.3375695303831185
ENSG00000136238,False,RAC1,NCBITaxon:9606,gene,398905.0,True,2240.0,2.4659689424099307,10.512562570112413,1.1901958394568422
ENSG00000136240,False,KDELR2,NCBITaxon:9606,gene,80467.0,True,2452.0,0.49743453425978584,0.9082666328620042,1.1594957126259136
ENSG00000106399,False,RPA3,NCBITaxon:9606,gene,48835.0,True,2952.0,0.30189040824905417,0.46595440189121373,1.1071423744399473
ENSG00000106415,False,GLCCI1,NCBITaxon:9606,gene,22703.0,True,2788.0,0.14034643060260626,0.19531484323373582,1.120656498205186
ENSG00000122644,False,ARL4A,NCBITaxon:9606,gene,52609.0,True,1880.0,0.32522069187211,0.5791155246953319,1.2570427840422076
ENSG00000106537,False,TSPAN13,NCBITaxon:9606,gene,12051.0,True,417.0,0.07449741598872431,0.24413018823786345,2.6844447182826716
ENSG00000106546,False,AHR,NCBITaxon:9606,gene,64461.0,True,710.0,0.39848792067456296,1.1790092304506248,1.9917717424313612
ENSG00000048052,False,HDAC9,NCBITaxon:9606,gene,30897.0,True,1781.0,0.19100046982023194,0.31570667262569846,1.27812481804936
ENSG00000105849,False,POLR1F,NCBITaxon:9606,gene,38880.0,True,1227.0,0.24035013970970054,0.4790291140007672,1.492224093494881
